unique_id,MAE_RF,MSE_RF,R2_RF,MAPE_RF,MAE_KNN,MSE_KNN,R2_KNN,MAPE_KNN
FOODS_3_458,1153.1641564002405,1759503.5054539277,-23.301883697509766,0.3951877873577775,905.7244215745193,1105853.3677466442,-14.273807525634766,0.31258009904996853
FOODS_3_462,613.4869666466346,537718.0315412375,-0.5115643739700317,0.2767453200162004,1029.711651141827,1438736.111559813,-3.044391632080078,0.4634284355029046
FOODS_3_491,2020.4971454326924,5499715.954179021,-6.062711715698242,2.032093309964419,1585.778789813702,3605732.254709945,-3.6304659843444824,1.521699091088919
FOODS_3_498,470.94739708533655,391049.1641802834,-1.2472953796386719,0.2039155193822939,834.7305063100962,889996.9483335752,-4.114666938781738,0.3716430184234151
FOODS_3_499,1476.346210186298,3036960.465387814,-2.6495678424835205,0.3438628528050685,1481.9527681790864,3231736.5448758123,-2.883633852005005,0.33468135853379316
FOODS_3_501,1142.0564716045674,1919336.712168265,-0.7510751485824585,4.55280486324719,1093.452899639423,1811845.2638290226,-0.6530071496963501,3.8264800875358747
FOODS_3_516,913.347665640024,1067480.621347314,-3.8259592056274414,0.3186660820591144,818.0818997896635,1043352.1578488534,-3.71687650680542,0.27271647580130043
FOODS_3_541,3719.347205528846,18974842.322764203,-4.668797492980957,2.1977681207399852e+18,3368.8226036658652,16929919.98867784,-4.057870388031006,1.2881892609252598e+18
FOODS_3_547,483.19779146634613,378438.56208003487,-1.3540897369384766,0.2501437364551564,742.7672682542068,661464.8357466952,-3.114663600921631,0.3607002665359713
FOODS_3_555,1611.7039513221155,5178602.841188357,-8.290045738220215,0.24306815684944952,1479.8550180288462,2861567.7752674543,-4.133449077606201,0.21840997280358676
FOODS_3_580,400.59994741586536,363791.80535588815,-0.7155406475067139,0.24554897489939284,843.369384765625,846027.3287781683,-2.989629030227661,0.49871409933254657
FOODS_3_586,3345.3050255408652,18033400.525992412,-4.249002456665039,0.2521533321539437,2801.224308894231,10780810.495759524,-2.1379826068878174,0.20032030677948456
FOODS_3_587,2580.232619065505,9139554.62917073,-11.17115306854248,0.3514140270549645,1704.3121995192307,4975801.746752298,-5.626281261444092,0.23938758754628184
FOODS_3_607,1735.6735370342549,4217001.356739252,-27.538288116455078,0.5667081452685275,1447.9989107572114,2429976.095992061,-15.444709777832031,0.49733184622207943
FOODS_3_635,4676.339731069712,25226581.635386594,-6.373539924621582,207.86001898724575,3979.3322002704326,19755015.32512227,-4.774242877960205,161.19911274994246
FOODS_3_668,530.6072246844952,422468.01108531194,-5.45402193069458,0.27136484340049594,487.73466139573316,337043.6611134997,-4.148999214172363,0.2581066263980214
FOODS_3_681,2083.086688701923,5299275.070196674,-1.8156747817993164,0.4104892018537699,1259.2371732271636,2263059.182147434,-0.20243597030639648,0.28106047265655065
FOODS_3_694,1117.8721829927886,1660849.4996675528,-4.634492874145508,0.18535141502397362,1238.3459848257212,1943040.235304947,-5.591835021972656,0.20649791820712513
FOODS_3_702,1105.7591364933894,1581748.9855816788,-0.2114468812942505,0.48700145497940633,1188.6764197716345,2067049.625904184,-0.5831344127655029,0.5571781963817698
FOODS_3_711,1087.7003549429087,1749839.78925579,-4.400274276733398,0.5665239413725677,1074.293485201322,1623044.9513885481,-4.008965969085693,0.5287186799485449
FOODS_3_714,1432.6184645432693,3381411.541038293,-2.035691022872925,0.26199929467755967,1373.7140174278845,2804755.1092623197,-1.5179929733276367,0.24967459527843616
FOODS_3_723,1292.5175217848557,3733541.6947983457,-0.6593838930130005,1.515184142442609,1808.0503493088943,4834708.407441144,-1.1488010883331299,1.4276693903709623
FOODS_3_739,708.3919536884015,952865.3185786746,-1.1892242431640625,0.21450945606051938,558.8936298076923,466837.5040549223,-0.07256686687469482,0.1979317811179272
FOODS_3_741,489.11104642427887,296937.8081084971,-11.805280685424805,0.32135909297012594,429.4933518629808,330236.72719981807,-13.241278648376465,0.2946821628932718
FOODS_3_744,406.5371563251202,258109.3227266956,-0.6272057294845581,0.2010335878603952,488.2800762469952,432742.7531348501,-1.7281522750854492,0.21037938497187503
FOODS_3_752,684.3001051682693,652728.8310440137,-2.0622453689575195,0.2948251834626809,757.7425067608173,791836.712472801,-2.7148630619049072,0.32418376133021976
FOODS_3_756,760.3429612379807,652767.5780247932,-12.651243209838867,0.33935387588445126,659.4927978515625,514649.5979348616,-9.762799263000488,0.2812894149173965
FOODS_3_764,1053.925537109375,1291310.2718609108,-0.2993577718734741,1.3686052366352686e+18,606.8385267624489,681444.0293672832,0.31430912017822266,9.410857568462438e+17
FOODS_3_785,1007.6170842097356,1292586.8781981342,0.18093985319137573,11.968887008696962,1114.1324838491587,1602795.486238169,-0.01562678813934326,13.114972545548463
FOODS_3_804,912.6139761117788,1508103.2165597356,-4.460594654083252,0.234533787954334,1020.3065842848557,1381820.004422495,-4.00334358215332,0.25922321188803515
FOODS_3_808,3301.1277606670674,13942589.75553955,-1.1349992752075195,122.37340190899707,2989.5271935096152,13641969.903212676,-1.0889661312103271,153.9263295027586
FOODS_3_811,1087.9124755859375,1531968.1780715,-1.3512322902679443,0.3128656597966014,1125.0735802283655,1488126.7974512945,-1.2839453220367432,0.32122880165550755
HOBBIES_1_348,412.3929114708534,216557.15402645132,-2.245445489883423,0.29663501514330537,400.31360802283655,195113.23925861256,-1.924074649810791,0.2752970608306499
HOBBIES_1_371,339.97643103966345,202703.64643808283,-3.022571086883545,0.20279534181226894,289.7075946514423,108996.61176721867,-1.1629931926727295,0.17001681056695098
HOUSEHOLD_1_019,746.8493934044471,1221655.7521791172,-5.225121974945068,0.4914125226042853,223.7068152794471,70776.3043066481,0.6393492221832275,0.12013952677380806
HOUSEHOLD_1_083,522.828603891226,489225.19424348266,-5.329507827758789,0.39738149317704613,517.9580923227163,478469.2076852952,-5.1903486251831055,0.39621710817609057
HOUSEHOLD_1_110,1146.1040884164663,1530187.027489865,-11.650559425354004,0.3375605741880482,614.3266038161057,561116.646226374,-3.6389355659484863,0.1723706069069184
HOUSEHOLD_1_118,276.73755821814905,114331.2150803449,-1.9953060150146484,0.15001034490575993,223.96380145733173,75793.29440534917,-0.9856703281402588,0.11854680327263172
HOUSEHOLD_1_179,362.9112079326923,173040.34757602215,-0.10621154308319092,0.20731728606118086,336.7096510667067,160227.9353527484,-0.02430438995361328,0.21134100426088095
HOUSEHOLD_1_198,395.2844426081731,203680.50306924948,-3.0497803688049316,0.23096816335352827,316.68161245492786,155832.01341076195,-2.0984086990356445,0.20326996584093568
HOUSEHOLD_1_234,391.6968759390024,215568.5431245958,-6.4593915939331055,0.2925668348689379,416.2285813551683,248158.15665500096,-7.587100028991699,0.3214804641777142
HOUSEHOLD_1_277,1135.4532376802886,1795574.1131762357,-6.126265525817871,0.7330718603434071,1001.6100510817307,1533294.5766605872,-5.085331439971924,0.661786203511001
HOUSEHOLD_1_303,659.5893366887019,629379.8276506433,-1.855114221572876,0.2998382161419653,483.5613450270433,357342.93044588773,-0.621047854423523,0.21929696812581045
HOUSEHOLD_1_327,486.1895751953125,434073.3548470862,-2.22409725189209,0.3062018610442844,420.3551494891827,324720.24194841203,-1.4118728637695312,0.23415368570265832
HOUSEHOLD_1_334,1044.039081280048,1533919.411936682,-3.7788233757019043,0.31634503017891125,886.4988731971154,1021388.0466574156,-2.1820662021636963,0.2560405463838519
HOUSEHOLD_1_339,962.6309251051682,1449624.0423298078,-4.079065799713135,0.5133923839053725,648.6527193509615,578062.0714010367,-1.0253634452819824,0.3466575269786278
HOUSEHOLD_1_351,491.31369253305286,496754.80019962444,-2.534268856048584,0.2257873481077642,571.6431415264423,480250.36351116805,-2.416844367980957,0.30313804059768934
HOUSEHOLD_1_409,733.8026310847356,740657.1040579418,-13.397406578063965,0.375897907984755,742.134263258714,839909.3770433358,-15.326742172241211,0.40075427304247024
HOUSEHOLD_1_418,425.80594576322113,268185.7630020334,-2.9275245666503906,0.14697727733906,378.70089017427887,217347.9846843435,-2.183015823364258,0.13035128058665027
HOUSEHOLD_1_447,507.2574650691106,513334.1534162657,-1.2577567100524902,0.20477262952463132,807.8693096454327,923698.9757296214,-3.062631607055664,0.32941373421062636
HOUSEHOLD_1_459,978.4574819711538,1588844.0232824455,-2.5620436668395996,0.32586843051428066,812.7070875901443,935886.8457173521,-1.0981733798980713,0.2578653504481946
HOUSEHOLD_1_465,653.2769399789663,617960.8765380463,-4.779373645782471,0.22644151003205865,850.6559260441707,1065635.5353462996,-8.966175079345703,0.3024249227791856
HOUSEHOLD_1_521,610.6119760366587,504793.26194908645,0.07250291109085083,0.2810820909480781,639.6465125450721,681453.528693668,-0.25208938121795654,0.29469799173948225
